-54;-60;-54;-49;-49;-52;-57;-61;-62;-61;-61;-62;-62;-63;-64;-64;-65;-66;-66;-66;-67;-67;-67;-68;-69;-68
-53;-60;-54;-49;-48;-51;-56;-62;-64;-63;-61;-62;-63;-63;-65;-65;-65;-65;-67;-68;-67;-67;-67;-68;-67;-68
-52;-58;-56;-50;-49;-50;-55;-60;-63;-64;-64;-64;-64;-65;-65;-66;-66;-67;-67;-68;-68;-68;-69;-67;-68;-68
-51;-56;-59;-51;-50;-51;-54;-59;-63;-65;-64;-65;-65;-65;-66;-66;-66;-67;-68;-67;-68;-69;-70;-68;-68;-67
-50;-54;-64;-54;-51;-51;-53;-56;-59;-62;-65;-66;-66;-66;-67;-66;-67;-67;-67;-67;-67;-68;-68;-69;-68;-68
-49;-53;-63;-56;-52;-52;-53;-56;-58;-61;-63;-64;-65;-66;-66;-66;-67;-66;-66;-67;-66;-67;-68;-68;-69;-67
-49;-51;-59;-59;-53;-52;-53;-54;-56;-58;-60;-61;-63;-63;-64;-64;-65;-64;-64;-64;-65;-65;-65;-66;-68;-69
-48;-51;-59;-60;-54;-53;-53;-54;-56;-57;-59;-60;-61;-63;-63;-64;-63;-64;-63;-64;-64;-64;-65;-66;-68;-68
-48;-51;-57;-62;-55;-53;-53;-54;-55;-56;-57;-59;-60;-61;-62;-62;-62;-62;-62;-63;-63;-63;-63;-64;-65;-67
-48;-50;-56;-65;-56;-54;-53;-54;-55;-56;-58;-58;-60;-61;-61;-61;-61;-62;-62;-62;-62;-62;-62;-63;-64;-66
-48;-51;-56;-67;-57;-54;-54;-54;-55;-56;-57;-58;-59;-60;-60;-61;-60;-60;-60;-60;-60;-61;-61;-62;-64;-66
-48;-50;-56;-67;-58;-55;-54;-54;-55;-56;-57;-58;-59;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-61;-63;-64
-48;-50;-55;-67;-59;-56;-54;-55;-55;-56;-57;-58;-58;-59;-60;-60;-60;-59;-58;-59;-59;-59;-60;-61;-62;-64
-48;-50;-55;-67;-60;-56;-55;-55;-56;-56;-57;-58;-59;-59;-59;-60;-60;-59;-59;-59;-58;-59;-59;-60;-61;-64
-49;-51;-55;-65;-62;-57;-56;-56;-56;-57;-58;-58;-59;-59;-60;-59;-59;-59;-58;-58;-58;-57;-57;-59;-61;-63
-49;-51;-55;-64;-63;-59;-57;-57;-58;-58;-58;-59;-60;-60;-60;-60;-60;-59;-58;-58;-57;-57;-58;-59;-60;-63
-49;-51;-55;-63;-65;-61;-59;-58;-59;-59;-60;-60;-61;-61;-60;-60;-59;-58;-58;-57;-57;-56;-57;-58;-59;-62
-49;-51;-55;-61;-68;-62;-61;-60;-61;-61;-61;-62;-62;-62;-61;-60;-60;-59;-58;-57;-56;-56;-56;-57;-59;-62
-50;-51;-54;-60;-67;-66;-63;-63;-63;-63;-63;-63;-63;-63;-62;-61;-60;-59;-57;-56;-56;-55;-55;-56;-58;-61
-50;-52;-54;-59;-64;-66;-65;-65;-64;-64;-65;-64;-64;-64;-64;-63;-61;-59;-58;-57;-56;-55;-55;-56;-57;-59
-51;-52;-54;-57;-61;-63;-64;-64;-65;-65;-65;-65;-65;-65;-64;-63;-61;-59;-58;-56;-55;-54;-55;-55;-57;-60
-52;-52;-54;-56;-59;-61;-62;-62;-63;-64;-64;-65;-66;-64;-63;-61;-63;-61;-59;-57;-55;-55;-54;-55;-57;-59
-53;-53;-54;-56;-57;-59;-60;-61;-62;-64;-65;-65;-66;-67;-67;-65;-63;-60;-58;-56;-55;-55;-54;-55;-56;-57
-54;-54;-55;-56;-57;-58;-60;-61;-63;-64;-65;-66;-66;-66;-64;-64;-63;-61;-59;-57;-56;-55;-55;-55;-56;-57
-55;-55;-56;-56;-57;-58;-59;-61;-64;-65;-65;-67;-66;-64;-63;-63;-62;-60;-59;-57;-56;-55;-55;-55;-55;-56
-56;-56;-57;-57;-59;-60;-62;-63;-65;-67;-67;-67;-66;-64;-63;-62;-60;-59;-58;-57;-56;-55;-55;-55;-55;-57
